mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	1.0	0	3/4	2/2	1	1	1/4		1/4	1		4	76	E5	5	0
2	1	1	4.0	0	0	2/2	2	1	1		1	1		3	45	A2	2	7
2	1	1	4.0	0	0	2/2	2	1	1		1	1		3	57	A3	3	7
2	1	1	2.0	0	0	2/2	1	2	1/2		1/2	1		4	64	E4	4	5
2	1	1	2.0	0	0	2/2	1	2	1/2		1/2	1		3	69	A4	4	5
2	1	1	1.0	0	0	2/2	1	1	1/4		1/4	1		0	72	C5	5	1
2	1	2	1.0	1/4	1/4	2/2	1	1	1/4		1/4	1		4	76	E5	5	2
2	1	3	2.0	1/2	1/2	2/2	1	2	1/2		1/2	1		0	60	C4	4	6
2	1	3	2.0	1/2	1/2	2/2	1	2	1/2		1/2	1		4	64	E4	4	6
2	1	3	1.0	1/2	1/2	2/2	1	1	1/4		1/4	1		3	69	A4	4	3
2	1	4	1.0	3/4	3/4	2/2	1	1	1/4		1/4	1		0	72	C5	5	4
3	2	5	4.0	0	0	2/2	2	1	1		1	1		3	45	A2	2	14
3	2	5	4.0	0	0	2/2	2	1	1		1	1		3	57	A3	3	14
3	2	5	2.0	0	0	2/2	1	2	1/2		1/2	1		2	62	D4	4	12
3	2	5	2.0	0	0	2/2	1	2	1/2		1/2	1		-1	65	F4	4	12
3	2	5	1.0	0	0	2/2	1	1	1/4		1/4	1		5	71	B4	4	8
3	2	6	1.0	1/4	1/4	2/2	1	1	1/4		1/4	1		2	74	D5	5	9
3	2	7	2.0	1/2	1/2	2/2	1	2	1/2		1/2	1		5	59	B3	3	13
3	2	7	2.0	1/2	1/2	2/2	1	2	1/2		1/2	1		2	62	D4	4	13
3	2	7	1.0	1/2	1/2	2/2	1	1	1/4		1/4	1		4	64	E4	4	10
3	2	8	1.0	3/4	3/4	2/2	1	1	1/4		1/4	1		8	68	G#4	4	11
4	3	9	2.0	0	0	2/2	2	1	1/2		1/2	1		3	45	A2	2	21
4	3	9	2.0	0	0	2/2	2	1	1/2		1/2	1		3	57	A3	3	21
4	3	9	2.0	0	0	2/2	1	2	1/2		1/2	1		0	60	C4	4	19
4	3	9	2.0	0	0	2/2	1	2	1/2		1/2	1		4	64	E4	4	19
4	3	9	1.0	0	0	2/2	1	1	1/4		1/4	1		3	69	A4	4	15
4	3	10	1.0	1/4	1/4	2/2	1	1	1/4		1/4	1		0	72	C5	5	16
4	3	11	2.0	1/2	1/2	2/2	2	1	1/2		1/2	1		2	38	D2	2	22
4	3	11	2.0	1/2	1/2	2/2	2	1	1/2		1/2	1		2	50	D3	3	22
