mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	290								
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	291								
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	292								
21	21	82	82	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	293								
21	21	329/4	329/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	294								
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	295								
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	296								
21	21	83	83	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	297								
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	298								
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	299								
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	300								
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	301								
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	302								
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	303								
21	21	80	80	3.0	0	0	Chord	4/4	2	2	3/4		1/2	3/2	304								
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	305								
22	22	84	84	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	306								
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	307								
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	308								
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	309								
22	22	85	85	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	310								
22	22	341/4	341/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	311								
22	22	171/2	171/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	312								
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	313								
22	22	86	86	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	314								
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	315								
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	316								
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	317								
22	22	87	87	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	318								
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	319								
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	320								
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	321								
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	322								
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	323								
23	23	88	88	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	324								
23	23	353/4	353/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	325								
23	23	177/2	177/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	326								
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	327								
23	23	89	89	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	328								
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	329								
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	330								
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	331								
23	23	90	90	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	332								
23	23	361/4	361/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	333								
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	334								
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	335								
23	23	91	91	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	336								
23	23	365/4	365/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	337								
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	338								
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	339								
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	340								
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	341								
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	342								
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	343								
24	24	92	92	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	344								
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	345								
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	346								
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	347								
24	24	93	93	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	348								
24	24	373/4	373/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	349								
24	24	187/2	187/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	350								
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	351								
24	24	94	94	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	352								
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	353								
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	354								
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	355								
24	24	95	95	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	356								
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	357								
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	358								
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	359								
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	360								
24	24	93	93	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	361								
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	362								
24	24	92	92	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	363								
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	364								
25	25	96	96	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	365								
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	366								
25	25	193/2	193/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	367								
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	368								
25	25	97	97	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	369								
25	25	389/4	389/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	370								
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	371								
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	372								
25	25	98	98	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	373								
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	374								
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	375								
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	376								
25	25	99	99	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	377								
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	378								
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	379								
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	380								
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	381								
25	25	97	97	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	382								
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	383								
25	25	96	96	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	384								
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	385								
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	386								
26	26	100	100	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	387								
26	26	102	102	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	388								
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	389								
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	390								
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	391								
26	26	103	103	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	392								
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	393								
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	394								
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	395								
26	26	100	100	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	396								
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	397								
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	398								
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	399								
26	26	101	101	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	400								
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	401								
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	402								
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	403								
26	26	102	102	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	404								
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	405								
27	27	106	106	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	406								
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	407								
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	408								
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	409								
27	27	107	107	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	410								
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	411								
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	412								
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	413								
27	27	104	104	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	414								
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	415								
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	416								
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	417								
27	27	105	105	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	418								
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	419								
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	420								
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	421								
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	422								
28	28	108	108	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	423								
28	28	110	110	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	424								
28	28	441/4	441/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	425								
28	28	221/2	221/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	426								
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	427								
28	28	111	111	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	428								
28	28	445/4	445/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	429								
28	28	223/2	223/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	430								
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	431								
28	28	108	108	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	432								
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	433								
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	434								
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	435								
28	28	109	109	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	436								
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	437								
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	438								
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	439								
28	28	110	110	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	440								
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	441								
29	29	112	112	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	442								
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	443								
29	29	225/2	225/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	444								
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	445								
29	29	113	113	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	446								
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	447								
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	448								
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	449								
29	29	114	114	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	450								
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	451								
29	29	229/2	229/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	452								
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	453								
29	29	115	115	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	454								
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	455								
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	456								
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	457								
29	29	112	112	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	458								
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	459								
29	29	114	114	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	460								
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	461								
30	30	116	116	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	462								
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	463								
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	464								
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	465								
30	30	117	117	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	466								
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	467								
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	468								
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	469								
30	30	118	118	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	470								
30	30	473/4	473/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	471								
30	30	237/2	237/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	472								
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	473								
30	30	119	119	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	474								
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	475								
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	476								
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	477								
30	30	116	116	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	478								
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	479								
30	30	118	118	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	480								
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	481								
31	31	120	120	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	482								
31	31	481/4	481/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	483								
31	31	241/2	241/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	484								
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	485								
31	31	121	121	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	486								
31	31	485/4	485/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	487								
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	488								
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	489								
31	31	122	122	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	490								
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	491								
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	492								
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	493								
31	31	123	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	494								
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	495								
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	496								
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	497								
31	31	120	120	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	498								
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	499								
31	31	122	122	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	500								
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	501								
32	32	124	124	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	502								
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	503								
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	504								
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	505								
32	32	125	125	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	506								
32	32	501/4	501/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	507								
32	32	251/2	251/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	508								
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	509								
32	32	126	126	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	510								
32	32	505/4	505/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	511								
32	32	253/2	253/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	512								
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	513								
32	32	127	127	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	514								
32	32	509/4	509/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	515								
32	32	255/2	255/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	516								
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	517								
32	32	124	124	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	518								
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	519								
32	32	126	126	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	520								
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	521								
33	33	128	128	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	522								
33	33	513/4	513/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	523								
33	33	257/2	257/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	524								
33	33	515/4	515/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	525								
33	33	129	129	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	526								
33	33	517/4	517/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	527								
33	33	259/2	259/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	528								
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	529								
33	33	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	530								
33	33	128	128	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	531								
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	532								
33	33	130	130	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	533								
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	534								
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	535								
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	536								
33	33	131	131	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	537								
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	538								
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	539								
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	540								
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	541								
34	34	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	542								
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	543								
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	544								
34	34	132	132	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	545								
34	34	134	134	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	546								
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	547								
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	548								
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	549								
34	34	135	135	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	550								
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	551								
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	552								
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	553								
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	554								
35	35	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	555								
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	556								
35	35	138	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	557								
35	35	136	136	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	558								
35	35	138	138	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	559								
35	35	553/4	553/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	560								
35	35	277/2	277/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	561								
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	562								
35	35	139	139	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	563								
35	35	557/4	557/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	564								
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	565								
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	566								
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	567								
36	36	141	141	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	568								
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	569								
36	36	142	142	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	570								
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	571								
36	36	143	143	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	572								
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	573								
36	36	140	140	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	574								
36	36	142	142	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	575								
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	576								
37	37	144	144	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	577								
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	578								
37	37	145	145	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	579								
37	37	291/2	291/2	1.0	3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	580								
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	581								
37	37	147	147	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	582								
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	583								
